North Yankton
1595.480, 1790.798
1595.480, 1858.556
1582.958, 1858.556
1582.958, 1918.457
1554.724, 1918.457
1554.724, 1925.502
1547.130, 1925.502
1547.130, 1939.418
1538.906, 1939.418
1538.906, 1976.399
1476.269, 1976.399

Tataviam Mountains
2013.822, 3424.646
2048.362, 3424.646
2048.362, 3353.820
2111.750, 3353.820
2111.750, 3262.261
2274.224, 3262.261
2274.224, 3220.708
2488.073, 3220.708
2488.073, 3056.346
2494.846, 3056.346
2494.846, 3020.035
2533.511, 3020.035
2533.511, 2896.129
2569.714, 2896.129
2569.714, 2887.401
2579.582, 2887.401
2579.582, 2877.603
2590.239, 2877.603
2590.239, 2846.447
2584.322, 2846.447
2584.322, 2757.063
2514.839, 2757.063
2514.839, 2630.267
2622.980, 2630.267
2622.980, 2600.844
2400.472, 2600.844
2400.472, 2630.263
2282.736, 2630.263
2282.736, 2591.917
2252.858, 2591.917
2252.858, 2564.573
2225.611, 2564.573
2225.611, 2572.754
2137.260, 2572.754
2137.260, 2758.497
2068.497, 2758.497
2068.497, 2849.237
1999.731, 2849.237
1999.731, 2896.125
1983.099, 2896.125
1983.099, 3122.973
2013.822, 3122.973

San Chianski Mountain Range
2638.524, 1951.408
2638.524, 2089.305
2723.234, 2089.305
2723.234, 2060.068
2740.927, 2060.068
2740.927, 2049.073
2766.851, 2049.073
2766.851, 2031.698
2809.296, 2031.698
2809.296, 1951.408
2875.437, 1951.408
2875.437, 1907.716
2905.840, 1907.716
2905.840, 1858.662
2920.109, 1858.662
2920.109, 1814.373
2949.395, 1814.373
2949.395, 1710.599
2930.563, 1710.599
2930.563, 1726.477
2897.039, 1726.477
2897.039, 1714.364
2886.717, 1714.364
2886.717, 1703.306
2878.757, 1703.306
2878.757, 1656.476
2900.218, 1656.476
2900.218, 1638.147
2909.769, 1638.147
2909.769, 1623.886
2926.015, 1623.886
2926.015, 1609.788
2943.922, 1609.788
2943.922, 1588.478
2959.481, 1588.478
2959.481, 1542.252
2925.487, 1542.252
2925.487, 1497.468
2922.411, 1497.468
2922.411, 1467.398
2956.313, 1467.398
2956.313, 1445.621
2910.096, 1445.621
2910.096, 1435.623
2918.653, 1435.623
2918.653, 1431.210
2910.096, 1431.210
2910.096, 1424.984
2905.006, 1424.984
2905.006, 1404.671
2892.630, 1404.671
2892.630, 1363.230
2849.847, 1363.230
2849.847, 1318.446
2770.434, 1318.446
2770.434, 1206.574
2511.770, 1206.574
2511.770, 1187.143
2440.094, 1187.143
2440.094, 1318.450
2465.870, 1318.450
2465.870, 1449.757
2503.060, 1449.757
2503.060, 1588.478
2529.655, 1588.478
2529.655, 1764.143
2487.888, 1764.143
2487.888, 1858.662
2536.992, 1858.662
2536.992, 1951.408

Los Santos International Airport
1231.905, 4353.020
1231.905, 4061.223
1339.508, 4061.223
1339.508, 3835.528
1231.905, 3835.528
1231.905, 3774.913
789.127, 3774.913
789.127, 4353.020

Palomino Highlands
2150.990, 4047.945
2209.845, 4047.945
2209.845, 4023.084
2223.962, 4023.084
2223.962, 4009.077
2238.166, 4009.077
2238.166, 4003.656
2244.108, 4003.656
2244.108, 3985.575
2260.001, 3985.575
2260.001, 3972.322
2276.769, 3972.322
2276.769, 3936.328
2314.913, 3936.328
2314.913, 3907.772
2320.473, 3907.772
2320.473, 3884.440
2307.583, 3884.440
2307.583, 3870.350
2319.450, 3870.350
2319.450, 3864.284
2324.769, 3864.284
2324.769, 3854.133
2328.163, 3854.133
2328.163, 3843.982
2331.196, 3843.982
2331.196, 3831.596
2386.049, 3831.596
2386.049, 3837.887
2391.806, 3837.887
2391.806, 3841.994
2401.480, 3841.994
2401.480, 3846.891
2412.921, 3846.891
2412.921, 3843.247
2425.297, 3843.247
2425.297, 3838.874
2430.573, 3838.874
2430.573, 3833.216
2449.354, 3833.216
2449.354, 3828.628
2461.184, 3828.628
2461.184, 3723.128
2467.111, 3723.128
2467.111, 3719.964
2459.731, 3719.964
2459.731, 3694.838
2467.111, 3694.838
2467.111, 3689.296
2474.750, 3689.296
2474.750, 3678.974
2485.652, 3678.974
2485.652, 3643.085
2438.135, 3643.085
2438.135, 3624.677
2422.479, 3624.677
2422.479, 3485.614
2461.468, 3485.614
2461.468, 3463.524
2469.697, 3463.524
2469.697, 3452.536
2475.486, 3452.536
2475.486, 3433.949
2485.907, 3433.949
2485.907, 3387.747
2499.707, 3387.747
2499.707, 3380.719
2520.133, 3380.719
2520.133, 3362.567
2528.584, 3362.567
2528.584, 3256.095
2561.143, 3256.095
2561.143, 3220.708
2569.408, 3220.708
2569.408, 3113.786
2556.300, 3113.786
2556.300, 3087.426
2533.511, 3087.426
2533.511, 3056.342
2488.070, 3056.342
2488.070, 3220.705
2274.220, 3220.705
2274.220, 3262.257
2111.746, 3262.257
2111.746, 3353.817
2048.358, 3353.817
2048.358, 3477.906
2111.750, 3477.906
2111.750, 3411.129
2220.535, 3411.129
2220.535, 3624.677
2150.990, 3624.677

Mount Josiah
1016.802, 2040.647
1055.402, 2040.647
1055.402, 2009.452
1107.480, 2009.452
1107.480, 1997.105
1223.498, 1997.105
1223.498, 1962.946
1334.114, 1962.946
1334.114, 1910.771
1476.273, 1910.771
1476.273, 1770.216
1514.265, 1770.216
1514.265, 1739.872
1398.024, 1739.872
1398.024, 1594.511
827.381, 1594.511
827.381, 1588.474
672.262, 1588.474
672.262, 1767.099
1016.802, 1767.099

Alamo Sea
1476.273, 1659.196
1595.480, 1659.196
1595.480, 1751.490
1979.086, 1751.490
1979.086, 1597.227
2288.369, 1597.227
2288.369, 1667.497
2386.279, 1667.497
2386.279, 1403.845
2091.815, 1403.845
2091.815, 1484.354
1398.020, 1484.354
1398.020, 1739.876
1476.273, 1739.876

Fort Zancudo
1055.402, 2129.203
1055.402, 2101.011
1016.806, 2101.011
1016.806, 1767.095
378.850, 1767.095
378.850, 2034.079
640.319, 2034.079
640.319, 2101.014
987.080, 2101.014
987.080, 2114.271
1004.980, 2114.271
1004.980, 2125.096
1016.802, 2125.096
1016.802, 2129.203

Mount Gordo
2511.766, 1187.146
2511.766, 1206.578
2728.674, 1206.578
2728.674, 1158.266
2700.936, 1158.266
2700.936, 1152.859
2686.419, 1152.859
2686.419, 1146.535
2671.902, 1146.535
2671.902, 1124.689
2665.650, 1124.689
2665.650, 1103.728
2686.419, 1103.728
2686.419, 1095.489
2700.936, 1095.489
2700.936, 1090.326
2728.674, 1090.326
2728.674, 1071.397
2751.570, 1071.397
2751.570, 1037.303
2728.674, 1037.303
2728.674, 1035.705
2728.379, 1035.705
2728.379, 829.499
2686.871, 829.499
2686.871, 756.797
2661.860, 756.797
2661.860, 748.856
2607.112, 748.856
2607.112, 742.870
2550.784, 742.870
2550.784, 713.582
2526.108, 713.582
2526.108, 686.694
2500.180, 686.694
2500.180, 680.835
2457.921, 680.835
2457.921, 722.397
2349.169, 722.397
2349.169, 624.430
2344.544, 624.430
2344.544, 600.691
2212.354, 600.691
2212.354, 624.430
2075.266, 624.430
2075.266, 707.848
2207.205, 707.848
2207.205, 742.874
2272.046, 742.874
2272.046, 827.606
2336.883, 827.606
2336.883, 876.788
2388.023, 876.788
2388.023, 943.243
2408.693, 943.243
2408.693, 1055.843
2417.057, 1055.843
2417.057, 1187.146

Great Chaparral
1016.802, 2152.767
1031.003, 2152.767
1031.003, 2391.289
1167.419, 2391.289
1167.419, 2444.265
1476.273, 2444.265
1476.273, 2014.724
1375.539, 2014.724
1375.539, 2049.084
1279.932, 2049.084
1279.932, 2061.769
1121.193, 2061.769
1121.193, 2066.571
1111.515, 2066.571
1111.515, 2073.613
1108.566, 2073.613
1108.566, 2076.329
1105.303, 2076.329
1105.303, 2079.074
1101.808, 2079.074
1101.808, 2081.889
1096.856, 2081.889
1096.856, 2086.229
1093.702, 2086.229
1093.702, 2089.251
1091.288, 2089.251
1091.288, 2091.053
1088.609, 2091.053
1088.609, 2093.500
1074.099, 2093.500
1074.099, 2106.527
1055.398, 2106.527
1055.398, 2129.199
1016.802, 2129.199

Elysian Island
1758.727, 4299.899
1758.727, 4047.941
1691.210, 4047.941
1691.210, 3918.494
1406.277, 3918.494
1406.277, 3832.495
1339.504, 3832.495
1339.504, 4061.220
1296.592, 4061.220
1296.592, 4133.547
1339.504, 4133.547
1339.504, 4299.899

Ron Alternates Wind Farm
2400.475, 2630.267
2400.475, 2600.848
2438.190, 2600.848
2438.190, 2417.035
2553.002, 2417.035
2553.002, 2354.447
2605.976, 2354.447
2605.976, 2340.913
2638.506, 2340.913
2638.506, 2324.864
2620.388, 2324.864
2620.388, 2304.238
2597.165, 2304.238
2597.165, 2269.398
2686.863, 2269.398
2686.863, 2162.918
2438.190, 2162.918
2438.190, 2089.302
2291.086, 2089.302
2291.086, 2138.738
2232.209, 2138.738
2232.209, 2183.056
2217.211, 2183.056
2217.211, 2219.917
2200.043, 2219.917
2200.043, 2320.411
2225.611, 2320.411
2225.611, 2564.577
2252.858, 2564.577
2252.858, 2591.920
2282.733, 2591.920
2282.733, 2630.267

Banham Canyon
451.472, 2983.912
451.472, 2896.129
778.896, 2896.129
778.896, 2483.242
436.908, 2483.242
436.908, 2660.924
447.274, 2660.924
447.274, 2761.871
359.917, 2761.871
359.917, 2983.912

Tongva Hills
536.004, 2320.407
366.511, 2320.407
366.511, 2483.245
778.892, 2483.245
778.892, 2584.963
933.475, 2584.963
933.475, 2210.196
656.081, 2210.196
656.081, 2248.480
536.004, 2248.480

Chiliad Mountain State Wilderness
835.999, 1371.331
835.999, 1397.994
1398.024, 1397.994
1398.024, 1143.954
1274.499, 1143.954
1274.499, 1143.950
1157.580, 1143.950
1157.580, 1143.954
1155.221, 1143.954
1155.221, 1108.396
1095.123, 1108.396
1095.123, 1114.105
996.234, 1114.105
996.234, 1191.625
810.515, 1191.625
810.515, 1371.331

El Burro Heights
2150.994, 4047.945
2150.994, 3624.680
2220.539, 3624.680
2220.539, 3411.126
2111.746, 3411.126
2111.746, 3477.903
2048.358, 3477.903
2048.358, 3564.794
1914.718, 3564.794
1914.718, 3750.468
2048.358, 3750.468
2048.358, 3783.156
1889.103, 3783.156
1889.103, 4047.945

Raton Canyon
728.659, 1588.478
827.377, 1588.478
827.377, 1594.514
1398.024, 1594.514
1398.024, 1397.990
836.003, 1397.990
836.003, 1371.331
871.970, 1371.331
871.970, 1335.595
810.515, 1335.595
810.515, 1371.328
774.548, 1371.328
774.548, 1407.056
728.659, 1407.056

Lago Zancudo
488.637, 2034.079
488.637, 2203.278
409.377, 2203.278
409.377, 2320.411
536.008, 2320.411
536.008, 2248.484
656.085, 2248.484
656.085, 2229.278
680.451, 2229.278
680.451, 2217.226
695.572, 2217.226
695.572, 2212.435
747.276, 2212.435
747.276, 2210.199
1031.006, 2210.199
1031.006, 2152.763
1016.806, 2152.763
1016.806, 2125.092
1004.983, 2125.092
1004.983, 2114.271
1055.402, 2114.271
1055.402, 2101.011
1016.806, 2101.011
1016.806, 2077.854
1006.837, 2077.854
1006.837, 2083.170
976.925, 2083.170
976.925, 2084.011
942.771, 2084.011
942.771, 2074.534
918.117, 2074.534
918.117, 2075.790
897.767, 2075.790
897.767, 2065.359
867.768, 2065.359
867.768, 2069.826
865.070, 2069.826
865.070, 2073.547
863.271, 2073.547
863.271, 2078.994
859.120, 2078.994
859.120, 2082.475
807.300, 2082.475
807.300, 2075.983
692.135, 2075.983
692.135, 2034.076
640.322, 2034.076
640.322, 2028.887
587.126, 2028.887
587.126, 2023.455
579.523, 2023.455
579.523, 1858.658
506.843, 1858.658
506.843, 1931.477
443.742, 1931.477
443.742, 1888.248
407.619, 1888.248
407.619, 1767.095
378.850, 1767.095
378.850, 2034.079

Pacific Bluffs
663.028, 3231.931
731.590, 3231.931
731.590, 3244.829
734.343, 3244.829
734.343, 3259.600
748.372, 3259.600
748.372, 3269.245
775.688, 3269.245
775.688, 3289.610
799.246, 3289.610
799.246, 3298.748
824.166, 3298.748
824.166, 3206.428
940.685, 3206.428
940.685, 3151.822
911.829, 3151.822
911.829, 3097.220
876.583, 3097.220
876.583, 3057.000
824.166, 3057.000
824.166, 3003.879
779.744, 3003.879
779.744, 2896.125
451.469, 2896.125
451.469, 2983.908
393.393, 2983.908
393.393, 3101.969
538.946, 3101.969
538.946, 3146.758
593.530, 3146.758
593.530, 3180.233
663.028, 3180.233

Paleto Cove
624.614, 1191.628
996.237, 1191.628
996.237, 1114.109
1095.126, 1114.109
1095.126, 1067.548
1177.232, 1067.548
1177.232, 1008.139
1184.734, 1008.139
1184.734, 956.343
1184.733, 956.343
1184.733, 890.041
1151.563, 890.041
1151.563, 819.745
1095.123, 819.745
1095.123, 956.343
624.614, 956.343

Sandy Shores
1979.082, 1800.082
2288.369, 1800.082
2288.369, 1858.662
2487.891, 1858.662
2487.891, 1764.146
2529.658, 1764.146
2529.658, 1588.474
2386.275, 1588.474
2386.275, 1667.494
2288.373, 1667.494
2288.373, 1597.219
1979.082, 1597.219

Grapeseed
2503.064, 1588.478
2503.064, 1449.754
2465.873, 1449.754
2465.873, 1318.446
2440.098, 1318.446
2440.098, 1187.143
2417.061, 1187.143
2417.061, 1139.599
2091.815, 1139.599
2091.815, 1403.849
2386.275, 1403.849
2386.275, 1588.478

Paleto Bay
1492.936, 871.090
1492.936, 802.301
1531.454, 802.301
1531.454, 724.549
1584.243, 724.549
1584.243, 684.859
1695.508, 684.859
1695.508, 649.902
1732.186, 649.902
1732.186, 602.053
1704.306, 602.053
1704.306, 587.649
1679.807, 587.649
1679.807, 567.675
1663.997, 567.675
1663.997, 545.701
1648.085, 545.701
1648.085, 527.784
1628.238, 527.784
1628.238, 510.617
1608.466, 510.617
1608.466, 485.531
1577.888, 485.531
1577.888, 449.220
1491.550, 449.220
1491.550, 552.241
1469.703, 552.241
1469.703, 587.066
1466.235, 587.066
1466.235, 602.686
1447.434, 602.686
1447.434, 617.541
1433.755, 617.541
1433.755, 649.898
1377.053, 649.898
1377.053, 699.615
1289.563, 699.615
1289.563, 768.404
1259.421, 768.404
1259.421, 819.749
1332.179, 819.749
1332.179, 871.268
1385.725, 871.268
1385.725, 871.090

Paleto Forest
1095.123, 1108.400
1492.936, 1108.400
1492.936, 871.086
1385.721, 871.086
1385.721, 871.265
1332.183, 871.265
1332.183, 819.745
1196.799, 819.745
1196.799, 764.089
1135.561, 764.089
1135.561, 819.749
1151.559, 819.749
1151.559, 890.045
1184.730, 890.045
1184.730, 1008.135
1177.229, 1008.135
1177.229, 1067.545
1095.123, 1067.545

North Chumash
549.385, 1858.662
672.266, 1858.662
672.266, 1588.478
728.663, 1588.478
728.663, 1452.044
827.381, 1452.044
827.381, 1407.056
774.552, 1407.056
774.552, 1191.625
624.614, 1191.625
624.614, 1588.474
549.385, 1588.474

La Mesa
1842.828, 3750.468
1914.722, 3750.468
1914.722, 3564.794
1847.453, 3564.794
1847.453, 3424.643
1830.821, 3424.643
1830.821, 3357.041
1823.989, 3357.041
1823.989, 3244.383
1691.206, 3244.383
1691.206, 3680.154
1842.828, 3680.154

Rockford Hills
1127.113, 3206.428
1127.113, 3244.387
1172.119, 3244.387
1172.119, 3227.572
1317.503, 3227.572
1317.503, 3244.387
1417.608, 3244.387
1417.608, 3171.317
1306.983, 3171.317
1306.983, 3104.330
1290.708, 3104.330
1290.708, 3053.248
1236.645, 3053.248
1236.645, 2896.125
1107.757, 2896.125
1107.757, 2976.192
1103.675, 2976.192
1103.675, 3028.128
1130.285, 3028.128
1130.285, 3072.039
1172.116, 3072.039
1172.116, 3092.461
1103.679, 3092.461
1103.679, 3072.035
992.443, 3072.035
992.443, 3097.224
1005.165, 3097.224
1005.165, 3151.826
1034.017, 3151.826
1034.017, 3206.428

Cypress Flats
1889.107, 3750.464
1842.831, 3750.464
1842.831, 3680.150
1691.206, 3680.150
1691.206, 4047.945
1889.107, 4047.945

Zancudo River
1055.398, 2101.014
1055.398, 2106.530
1074.102, 2106.530
1074.102, 2093.503
1088.612, 2093.503
1088.612, 2091.056
1091.292, 2091.056
1091.292, 2089.254
1093.706, 2089.254
1093.706, 2086.232
1096.859, 2086.232
1096.859, 2081.892
1101.811, 2081.892
1101.811, 2079.078
1105.307, 2079.078
1105.307, 2076.332
1108.569, 2076.332
1108.569, 2073.616
1111.518, 2073.616
1111.518, 2066.575
1121.197, 2066.575
1121.197, 2061.772
1279.935, 2061.772
1279.935, 2049.280
1334.114, 2049.280
1334.114, 2049.087
1375.542, 2049.087
1375.542, 2014.728
1476.273, 2014.728
1476.273, 1976.403
1538.910, 1976.403
1538.910, 1939.422
1547.133, 1939.422
1547.133, 1925.506
1554.728, 1925.506
1554.728, 1918.461
1582.962, 1918.461
1582.962, 1858.560
1595.483, 1858.560
1595.483, 1790.802
1661.690, 1790.802
1661.690, 1751.487
1595.483, 1751.487
1595.483, 1739.872
1565.492, 1739.872
1565.492, 1770.212
1476.269, 1770.212
1476.269, 1910.767
1334.110, 1910.767
1334.110, 1962.942
1223.495, 1962.942
1223.495, 1997.102
1107.477, 1997.102
1107.477, 2009.448
1055.398, 2009.448
1055.398, 2040.644
1016.802, 2040.644
1016.802, 2101.014

Terminal
2004.825, 4299.899
2004.825, 4047.941
1758.723, 4047.941
1758.723, 4299.899

Little Seoul
1211.511, 3388.679
1211.511, 3429.431
1225.347, 3429.431
1225.347, 3479.789
1298.377, 3479.789
1298.377, 3577.140
1360.397, 3577.140
1360.397, 3479.789
1378.166, 3479.789
1378.166, 3321.398
1360.397, 3321.398
1360.397, 3244.383
1317.506, 3244.383
1317.506, 3227.568
1172.116, 3227.568
1172.116, 3244.383
1143.786, 3244.383
1143.786, 3256.044
1116.671, 3256.044
1116.671, 3268.095
1096.739, 3268.095
1096.739, 3321.402
1167.980, 3321.402
1167.980, 3367.454
1192.004, 3367.454
1192.004, 3388.679

Davis Quartz
2716.771, 2162.922
2716.771, 2089.302
2638.528, 2089.302
2638.528, 1951.404
2536.992, 1951.404
2536.992, 1955.234
2458.278, 1955.234
2458.278, 1987.067
2431.490, 1987.067
2431.490, 2089.305
2438.186, 2089.305
2438.186, 2162.922

West Vinewood
1524.993, 2896.125
1236.642, 2896.125
1236.642, 3053.251
1417.605, 3053.251
1417.605, 3065.723
1524.993, 3065.723

Richman Glen
969.522, 2824.483
969.522, 2584.959
778.892, 2584.959
778.892, 2824.483

Pillbox Hill
1579.936, 3479.789
1579.936, 3377.803
1611.250, 3377.803
1611.250, 3266.784
1406.745, 3266.784
1406.745, 3321.365
1378.162, 3321.365
1378.162, 3479.789

La Puerta 1
1339.508, 3835.531
1339.508, 3715.453
1403.945, 3715.453
1403.945, 3577.137
1231.901, 3577.137
1231.901, 3716.876
1112.837, 3716.876
1112.837, 3774.917
1231.901, 3774.917
1231.901, 3835.531

Murrieta Heights 2
2048.362, 3564.798
2048.362, 3424.643
2013.826, 3424.643
2013.826, 3357.041
1830.817, 3357.041
1830.817, 3424.646
1847.449, 3424.646
1847.449, 3564.798

Downtown Vinewood
1760.695, 3065.723
1760.695, 2896.125
1524.989, 2896.125
1524.989, 3065.723

Strawberry
1484.046, 3577.140
1484.046, 3677.314
1540.553, 3677.314
1540.553, 3577.140
1691.210, 3577.140
1691.210, 3479.785
1360.394, 3479.785
1360.394, 3577.140

Mirror Park 1
2013.826, 3357.045
2013.826, 3160.945
1823.985, 3160.945
1823.985, 3357.045

Tongva Valley
1031.006, 2584.963
1031.006, 2210.196
933.472, 2210.196
933.472, 2584.963

Richman
876.579, 3057.004
876.579, 3097.224
992.447, 3097.224
992.447, 2896.125
779.740, 2896.125
779.740, 3003.883
824.162, 3003.883
824.162, 3057.004

Del Perro
870.732, 3325.464
872.632, 3325.464
872.632, 3344.822
895.131, 3344.822
895.131, 3358.818
963.689, 3358.818
963.689, 3369.522
972.064, 3369.522
972.064, 3373.885
1012.571, 3373.885
1012.571, 3407.868
1043.892, 3407.868
1043.892, 3367.454
1078.250, 3367.454
1078.250, 3321.402
1096.743, 3321.402
1096.743, 3277.133
1080.493, 3277.133
1080.493, 3284.731
1045.545, 3284.731
1045.545, 3244.383
1034.021, 3244.383
1034.021, 3206.425
824.162, 3206.425
824.162, 3304.433
849.242, 3304.433
849.242, 3307.471
852.683, 3307.471
852.683, 3310.202
855.898, 3310.202
855.898, 3315.128
861.447, 3315.128
861.447, 3317.234
863.814, 3317.234
863.814, 3319.181
866.144, 3319.181
866.144, 3320.860
868.103, 3320.860
868.103, 3323.044
870.732, 3323.044

Redwood Lights Track
1973.672, 2320.411
1973.672, 2121.000
1793.606, 2121.000
1793.606, 2320.411

La Puerta 2
1086.985, 3716.880
1231.905, 3716.880
1231.905, 3577.140
1298.381, 3577.140
1298.381, 3479.785
1225.347, 3479.785
1225.347, 3500.313
1108.467, 3500.313
1108.467, 3577.137
1084.716, 3577.137
1084.716, 3624.982
1111.489, 3624.982
1111.489, 3699.833
1086.985, 3699.833

Rancho
1552.370, 3847.863
1691.210, 3847.863
1691.210, 3794.567
1732.500, 3794.567
1732.500, 3609.953
1691.210, 3609.953
1691.210, 3577.137
1638.208, 3577.137
1638.208, 3645.499
1606.179, 3645.499
1606.179, 3699.688
1588.296, 3699.688
1588.296, 3794.563
1552.370, 3794.563

Vespucci Canals
1069.642, 3526.757
1069.642, 3564.204
1076.924, 3564.204
1076.924, 3577.140
1108.471, 3577.140
1108.471, 3500.316
1225.351, 3500.316
1225.351, 3429.427
1211.515, 3429.427
1211.515, 3388.676
1192.008, 3388.676
1192.008, 3367.450
1167.983, 3367.450
1167.983, 3321.398
1078.246, 3321.398
1078.246, 3367.450
1043.888, 3367.450
1043.888, 3407.864
1026.775, 3407.864
1026.775, 3449.481
1039.512, 3449.481
1039.512, 3485.716
1052.456, 3485.716
1052.456, 3508.654
1058.609, 3508.654
1058.609, 3526.757

East Vinewood
1684.204, 3196.007
1684.204, 3244.387
1823.989, 3244.387
1823.989, 3160.949
2013.826, 3160.949
2013.826, 3122.969
1983.102, 3122.969
1983.102, 3085.067
1853.841, 3085.067
1853.841, 3070.903
1760.692, 3070.903
1760.692, 3132.690
1721.515, 3132.690
1721.515, 3196.007

Galileo Park
1843.385, 2663.735
1843.385, 2529.587
1637.771, 2529.587
1637.771, 2663.735

Banning
1691.210, 3847.860
1552.374, 3847.860
1552.374, 3794.563
1456.438, 3794.563
1456.438, 3847.860
1406.273, 3847.860
1406.273, 3918.498
1691.210, 3918.498

Burton
1417.605, 3223.088
1489.310, 3223.088
1489.310, 3065.720
1417.608, 3065.720
1417.608, 3053.248
1290.704, 3053.248
1290.704, 3104.334
1306.980, 3104.334
1306.980, 3171.321
1417.605, 3171.321

Vespucci Beach
1001.302, 3638.057
1001.302, 3644.152
1005.653, 3644.152
1005.653, 3651.350
1015.757, 3651.350
1015.757, 3667.145
1018.306, 3667.145
1018.306, 3671.652
1022.737, 3671.652
1022.737, 3678.355
1030.344, 3678.355
1030.344, 3695.398
1035.569, 3695.398
1035.569, 3699.105
1037.597, 3699.105
1037.597, 3701.501
1040.746, 3701.501
1040.746, 3703.037
1046.736, 3703.037
1046.736, 3711.870
1061.876, 3711.870
1061.876, 3718.897
1086.985, 3718.897
1086.985, 3774.917
1112.840, 3774.917
1112.840, 3716.876
1086.988, 3716.876
1086.988, 3699.837
1111.493, 3699.837
1111.493, 3624.979
1084.720, 3624.979
1084.720, 3577.137
1056.174, 3577.137
1056.174, 3564.200
1037.932, 3564.200
1037.932, 3526.753
1027.937, 3526.753
1027.937, 3449.478
1026.779, 3449.478
1026.779, 3407.864
995.098, 3407.864
995.098, 3448.593
969.923, 3448.593
969.923, 3467.904
984.436, 3467.904
984.436, 3481.263
931.283, 3481.263
931.283, 3494.928
936.406, 3494.928
936.406, 3500.535
943.306, 3500.535
943.306, 3508.490
948.888, 3508.490
948.888, 3516.253
953.451, 3516.253
953.451, 3531.912
965.488, 3531.912
965.488, 3568.351
977.591, 3568.351
977.591, 3594.624
984.076, 3594.624
984.076, 3612.079
988.970, 3612.079
988.970, 3621.407
995.098, 3621.407
995.098, 3624.982
998.375, 3624.982
998.375, 3638.057

Del Perro Beach
821.468, 3528.508
858.396, 3528.508
858.396, 3490.944
868.321, 3490.944
868.321, 3477.637
880.446, 3477.637
880.446, 3487.529
910.547, 3487.529
910.547, 3474.848
921.751, 3474.848
921.751, 3481.267
984.440, 3481.267
984.440, 3467.901
969.927, 3467.901
969.927, 3448.597
995.101, 3448.597
995.101, 3407.868
1012.575, 3407.868
1012.575, 3373.881
972.068, 3373.881
972.068, 3369.519
963.693, 3369.519
963.693, 3358.814
895.134, 3358.814
895.134, 3344.818
872.636, 3344.818
872.636, 3325.461
870.735, 3325.461
870.735, 3323.041
868.107, 3323.041
868.107, 3320.856
866.148, 3320.856
866.148, 3319.177
863.817, 3319.177
863.817, 3317.230
861.451, 3317.230
861.451, 3315.125
855.902, 3315.125
855.902, 3310.199
852.686, 3310.199
852.686, 3307.467
849.246, 3307.467
849.246, 3304.430
824.166, 3304.430
824.166, 3298.745
799.249, 3298.745
799.249, 3289.606
775.691, 3289.606
775.691, 3269.241
761.968, 3269.241
761.968, 3283.522
767.754, 3283.522
767.754, 3290.948
775.688, 3290.948
775.688, 3328.932
798.270, 3328.932
798.270, 3342.009
811.546, 3342.009
811.546, 3346.114
814.830, 3346.114
814.830, 3357.467
824.162, 3357.467
824.162, 3373.885
834.539, 3373.885
834.539, 3394.382
845.685, 3394.382
845.685, 3401.243
851.845, 3401.243
851.845, 3394.382
859.863, 3394.382
859.863, 3422.549
863.956, 3422.549
863.956, 3429.114
868.318, 3429.114
868.318, 3433.337
880.446, 3433.337
880.446, 3448.396
868.318, 3448.396
868.318, 3462.381
858.392, 3462.381
